lemma	pos	meaning	freq_estimate	source
trochile	trochile		1	whitaker
trochle	trochle		1	whitaker
trochli	trochli		1	whitaker
trocile	trocile		1	whitaker
trocle	trocle		1	whitaker
trocli	trocli		1	whitaker
troiugen	Troiugen		1	whitaker
trojan	Trojan		1	whitaker
tromocrat	tromocrat		1	whitaker
tromocrati	tromocrati		1	whitaker
trop	trop		2	whitaker
tropae	tropae		1	whitaker
trophae	trophae		1	whitaker
tropologi	tropologi		1	whitaker
tropologic	tropologic		1	whitaker
tropologice	ADV		1	whitaker
trucid	trucid		1	whitaker
trucidatio	trucidation		1	whitaker
trucil	trucil		1	whitaker
truculent	truculent		1	whitaker
truculenter	ADV		1	whitaker
trud	trud		1	whitaker
trudis	trud		1	whitaker
trull	trull		1	whitaker
trulle	trulle		1	whitaker
trunc	trunc		2	whitaker
trus	trus		1	whitaker
trusit	trusit		1	whitaker
trutin	trutin		2	whitaker
trux	truc		1	whitaker
trychn	trychn		1	whitaker
trygon	trygon		1	whitaker
tu	t		5	whitaker
tub	tub		2	whitaker
tuber	tuber		4	whitaker
tubercul	tubercul		1	whitaker
tubero	Tuberon		1	whitaker
tubicen	tubicin		1	whitaker
tubilustri	Tubilustri		1	whitaker
tubine	tubine		1	whitaker
tubur	tubur		1	whitaker
tuburcin	tuburcin		1	whitaker
tuccet	tuccet		1	whitaker
tudit	tudit		1	whitaker
tuguri	tuguri		2	whitaker
tuiss	tuiss		1	whitaker
tuissatio	tuissation		1	whitaker
tuitio	tuition		1	whitaker
tuling	Tuling		1	whitaker
tulip	tulip		1	whitaker
tulli	Tulli		2	whitaker
tullian	tullian		2	whitaker
tum	ADV	cum...tum => not only...but also	3	whitaker
tumb	tumb		2	whitaker
tumbari	tumbari		1	whitaker
tumefaci	tumefac		1	whitaker
tumesc	tumesc		1	whitaker
tumid	tumid		1	whitaker
tumor	tumor		1	whitaker
tumul	tumul		2	whitaker
tumulos	tumulos		1	whitaker
tumult	tumult		1	whitaker
tumultu	tumultu		3	whitaker
tumultuari	tumultuari		1	whitaker
tumultuatio	tumultuation		1	whitaker
tumultuos	tumultuos		1	whitaker
tunc	ADV		1	whitaker
tund	tund		2	whitaker
tunell	tunell		2	whitaker
tunic	tunic		1	whitaker
tunicat	tunicat		1	whitaker
tuor	tuor		1	whitaker
turannis	turannid		1	whitaker
turb	turb		2	whitaker
turbament	turbament		1	whitaker
turbatio	turbation		1	whitaker
turbator	turbator		1	whitaker
turbedo	turbedin		1	whitaker
turbel	turbel		1	whitaker
turben	turbin		1	whitaker
turbid	turbid		3	whitaker
turbido	turbidin		1	whitaker
turbine	turbine		1	whitaker
turbo	turbin		2	whitaker
turbulent	turbulent		1	whitaker
turd	turd		1	whitaker
ture	ture		1	whitaker
turg	turg		1	whitaker
turgesc	turgesc		1	whitaker
turgid	turgid		1	whitaker
turgidul	turgidul		1	whitaker
turgor	turgor		1	whitaker
turibul	turibul		1	whitaker
turicrem	turicrem		1	whitaker
turifer	turifer		1	whitaker
turileg	turileg		1	whitaker
turist	turist		1	whitaker
turm	turm		1	whitaker
turmal	turmal		1	whitaker
turmalin	turmalin		1	whitaker
turmatim	ADV		1	whitaker
turp	turp		2	whitaker
turpe	turp		2	whitaker
turpicul	turpicul		1	whitaker
turpificat	turpificat		1	whitaker
turpiloqui	turpiloqui		1	whitaker
turpilucr	turpilucr		2	whitaker
turpilucricupid	turpilucricupid		1	whitaker
turpissime	ADV		1	whitaker
turpiter	ADV		1	whitaker
turpitudo	turpitudin		1	whitaker
turricul	turricul		1	whitaker
turriger	turriger		1	whitaker
turrile	turril		1	whitaker
turris	turr		1	whitaker
turrit	turrit		1	whitaker
turtur	turtur		1	whitaker
turund	turund		1	whitaker
tus	tur		1	whitaker
tuscul	tuscul		2	whitaker
tussi	tuss		1	whitaker
tussicul	tussicul		1	whitaker
tussilago	tussilagin		1	whitaker
tussis	tuss		1	whitaker
tut	tut		3	whitaker
tutamen	tutamin		1	whitaker
tutament	tutament		1	whitaker
tute	ADV		1	whitaker
tutel	tutel		1	whitaker
tuto	tutius		1	whitaker
tutor	tutor		1	whitaker
tympan	tympan		1	whitaker
tympanist	tympanist		1	whitaker
tympanistri	tympanistri		1	whitaker
tympanotrib	tympanotrib		1	whitaker
typ	typ		2	whitaker
typan	typan		1	whitaker
typhon	typhon		1	whitaker
typhonic	typhonic	~ ventus => whirlwind/tornado	1	whitaker
typic	typic		1	whitaker
typograph	typograph		1	whitaker
typographe	typographe		1	whitaker
typographi	typographi		1	whitaker
typographic	typographic		1	whitaker
typologi	typologi		1	whitaker
typothet	typothet		1	whitaker
tyr	Tyr		2	whitaker
tyrann	tyrann		1	whitaker
tyrannic	tyrannic		1	whitaker
tyrannice	ADV		1	whitaker
tyrannicid	tyrannicid		1	whitaker
tyrannicidi	tyrannicidi		1	whitaker
tyrannis	tyrannid		1	whitaker
tyrannocton	tyrannocton		1	whitaker
tyrotarich	tyrotarich		1	whitaker
tyrs	tyrs		1	whitaker
uber	uber		2	whitaker
ubertas	ubertat		1	whitaker
uberte	ADV		1	whitaker
ubertim	ADV		1	whitaker
ubi	ADV		3	whitaker
ubicumque	ADV		1	whitaker
ubinam	ADV		1	whitaker
ubiquaque	ADV		1	whitaker
ubique	ADV		1	whitaker
ubiquomque	ADV		1	whitaker
ubivis	ADV		1	whitaker
ud	ud		1	whitaker
ulcer	ulcer		1	whitaker
ulceros	ulceros		1	whitaker
ulcisc	ulcisc		1	whitaker
ulcus	ulcer		1	whitaker
uliginos	uliginos		2	whitaker
uligo	uligin		1	whitaker
ulixes	Ulix		2	whitaker
ull	ull		1	whitaker
ullatenus	ADV		1	whitaker
ulm	ulm		1	whitaker
ulme	ulme		1	whitaker
uln	uln		1	whitaker
uls	PREP		1	whitaker
ultimate	ADV		1	whitaker
ultimatim	ADV		1	whitaker
ultime	ADV		1	whitaker
ultimum	ADV		1	whitaker
ultio	ultion		1	whitaker
ultor	ultor		1	whitaker
ultra	PREP		2	whitaker
ultramarin	ultramarin		2	whitaker
ultramontan	ultramontan		2	whitaker
ultrix	ultric		1	whitaker
ultro	ADV		1	whitaker
ultrone	ultrone		1	whitaker
ultu	ADJ		1	whitaker
ulul	ulul		2	whitaker
ululat	ululat		2	whitaker
ulv	ulv		1	whitaker
um	um		1	whitaker
umbell	umbell		1	whitaker
umbilic	umbilic		1	whitaker
umbo	umbon		1	whitaker
umbr	umbr		2	whitaker
umbracl	umbracl		1	whitaker
umbracul	umbracul		1	whitaker
umbraliter	ADV		1	whitaker
umbratic	umbratic		2	whitaker
umbraticol	umbraticol		1	whitaker
umbrell	umbrell		1	whitaker
umbrifer	umbrifer		1	whitaker
umbros	umbros		1	whitaker
umect	umect		2	whitaker
umens	ument		1	whitaker
umer	umer		1	whitaker
umerale	umeral		1	whitaker
umesc	umesc		1	whitaker
umid	umid		2	whitaker
umidul	umidul		1	whitaker
umor	umor		1	whitaker
umquam	ADV		1	whitaker
un	prim		2	whitaker
una	ADV		1	whitaker
unanim	unanim		2	whitaker
unanimans	unanimant		1	whitaker
unanimitas	unanimitat		1	whitaker
unanimiter	ADV		1	whitaker
unc	unc		2	whitaker
unci	unci		1	whitaker
unciari	unciari		1	whitaker
unciatim	ADV		1	whitaker
uncin	uncin		1	whitaker
uncinat	uncinat		1	whitaker
uncinatr	uncinatr		1	whitaker
uncinul	uncinul		1	whitaker
unciol	unciol		1	whitaker
unct	unct		1	whitaker
unctio	unction		1	whitaker
unctit	unctit		1	whitaker
unctiuscul	unctiuscul		1	whitaker
unctor	unctor		1	whitaker
und	und		2	whitaker
unde	ADV		1	whitaker
undecim	undecim		1	whitaker
undecum	NUM		1	whitaker
undecumque	ADV		1	whitaker
undenonaginta	undenonagesim		1	whitaker
undeoctoginta	undeoctogesim		1	whitaker
undequadraginta	undequadragesim		1	whitaker
undequinquaginta	undequinquagesim		1	whitaker
undesexaginta	undesexagesim		1	whitaker
undetricensim	NUM		1	whitaker
undetricensum	NUM		1	whitaker
undetriginta	undetricesim		1	whitaker
undevicensim	NUM		1	whitaker
undevicensum	NUM		1	whitaker
undevicesiman	undevicesiman		1	whitaker
undevigensim	NUM		1	whitaker
undevigensum	NUM		1	whitaker
undeviginti	undevicesim		1	whitaker
undique	ADV		2	whitaker
undiquesecus	ADV		2	whitaker
undison	undison		1	whitaker
undos	undos		1	whitaker
undulatio	undulation		1	whitaker
unetvicesim	unetvicesim		1	whitaker
unetvicesiman	unetvicesiman		1	whitaker
ung	ung		1	whitaker
ungell	ungell		1	whitaker
ungu	ungu		2	whitaker
unguedo	unguedin		1	whitaker
unguen	unguin		1	whitaker
unguent	unguent		1	whitaker
unguentari	unguentari		1	whitaker
unguentat	unguentat		1	whitaker
unguicul	unguicul		1	whitaker
unguis	ungu		1	whitaker
ungul	ungul		1	whitaker
uni	un		1	whitaker
unianim	unianim		2	whitaker
unianimiter	ADV		1	whitaker
unic	unic		1	whitaker
unicaul	unicaul		1	whitaker
unice	ADV		1	whitaker
unicellular	unicellular		1	whitaker
unicitas	unicitat		1	whitaker
unicolor	unicolor		1	whitaker
unicorn	unicorn		1	whitaker
unicornis	unicorn		1	whitaker
unicornu	unicornu		1	whitaker
unific	unific		2	whitaker
uniform	uniform		1	whitaker
uniformiter	ADV		1	whitaker
unigen	unigen		1	whitaker
unigenit	unigenit		1	whitaker
uniman	uniman		1	whitaker
unio	union		1	whitaker
unitas	unitat		1	whitaker
uniter	ADV		1	whitaker
univers	univers	in universum => in general	2	whitaker
universal	universal		2	whitaker
universaliter	ADV		1	whitaker
universe	ADV		1	whitaker
universim	ADV		1	whitaker
universitari	universitari		1	whitaker
universitas	universitat		2	whitaker
univir	univir		2	whitaker
univirat	univirat		1	whitaker
univiri	univiri		1	whitaker
univoc	univoc		1	whitaker
unocul	unocul		1	whitaker
unovir	unovir		1	whitaker
unquam	ADV		1	whitaker
upilio	upilion		1	whitaker
upup	upup		1	whitaker
ur	ur		2	whitaker
uranic	uranic		1	whitaker
urban	urban		2	whitaker
urbanician	urbanician		1	whitaker
urbanitas	urbanitat		1	whitaker
urbicap	urbicap		1	whitaker
urbicari	urbicari		1	whitaker
urbs	urb		1	whitaker
urc	urc		1	whitaker
urce	urce		2	whitaker
urceol	urceol		1	whitaker
urceolar	urceolar		1	whitaker
uredo	uredin		1	whitaker
ureter	ureter		1	whitaker
urg	urg		3	whitaker
urgu	urgu		3	whitaker
urin	urin		3	whitaker
urinatio	urination		1	whitaker
urinator	urinator		1	whitaker
urn	urn		1	whitaker
urs	urs		2	whitaker
ursin	ursin		1	whitaker
urtic	urtic		1	whitaker
urticari	urticari		1	whitaker
us	us		1	whitaker
usari	usari		1	whitaker
usit	usit		1	whitaker
usitat	usitat		1	whitaker
uspiam	ADV		1	whitaker
usquam	ADV		1	whitaker
usque	ADV		2	whitaker
usquequaque	ADV		1	whitaker
usquequo	ADV		1	whitaker
ustil	ustil		1	whitaker
ustio	ustion		1	whitaker
ustor	ustor		1	whitaker
ustrin	ustrin		1	whitaker
ustul	ustul		1	whitaker
usual	usual		1	whitaker
usuari	usuari		2	whitaker
usucapi	usucap		1	whitaker
usur	usur		1	whitaker
usurari	usurari		1	whitaker
usurp	usurp		1	whitaker
usurpatio	usurpation		2	whitaker
ut	CONJ		2	whitaker
utcumque	ADV		1	whitaker
utcunque	ADV		1	whitaker
utens	utent		1	whitaker
utensil	utensil		1	whitaker
uter	uter		6	whitaker
uti	CONJ	ut primum => as soon as	1	whitaker
utibil	utibil		1	whitaker
utic	Utic		1	whitaker
util	util		1	whitaker
utilitas	utilitat		1	whitaker
utiliter	utilius		1	whitaker
utilli	ADJ		1	whitaker
utinam	ADV		1	whitaker
utique	ADV		1	whitaker
utlag	utlag		1	whitaker
utlagari	utlagari		1	whitaker
utlagat	utlagat		1	whitaker
utlagatio	utlagation		1	whitaker
utpote	ADV		1	whitaker
utputa	ADV		1	whitaker
utquomque	ADV		1	whitaker
utralibet	ADV		1	whitaker
utrari	utrari		1	whitaker
utricul	utricul		1	whitaker
utriculari	utriculari		1	whitaker
utrimque	ADV		1	whitaker
utrimquesecus	ADV		1	whitaker
utrinde	ADV		1	whitaker
utrinque	ADV		1	whitaker
utro	ADV		1	whitaker
utrobique	ADV		1	whitaker
utrolibet	ADV		1	whitaker
utroque	ADV		1	whitaker
utrubique	ADV		1	whitaker
utrum	ADV	utrum...an => whether...or	1	whitaker
utrumlibet	ADV		1	whitaker
utrumnam	CONJ		1	whitaker
utut	CONJ		1	whitaker
uv	uv		1	whitaker
uvesc	uvesc		1	whitaker
uvid	uvid		1	whitaker
uvidul	uvidul		1	whitaker
uvor	uvor		1	whitaker
uxor	uxor	uxorem ducere => marry, bring home as wife	1	whitaker
uxorcul	uxorcul		2	whitaker
uxori	uxori		2	whitaker
va	INTERJ		1	whitaker
vac	vac		1	whitaker
vacatio	vacation		1	whitaker
vacc	vacc		1	whitaker
vaccin	vaccin		2	whitaker
vaccinatio	vaccination		1	whitaker
vaccini	vaccini		2	whitaker
vaccul	vaccul		1	whitaker
vacefi	vacef		1	whitaker
vacerr	vacerr		1	whitaker
vacerros	vacerros		1	whitaker
vacill	vacill		1	whitaker
vaciv	vaciv		1	whitaker
vacive	ADV		1	whitaker
vacu	vacu		2	whitaker
vacuefaci	vacuefac		1	whitaker
vacuitas	vacuitat		1	whitaker
vad	vad		4	whitaker
vadi	vadi		2	whitaker
vadimoni	vadimoni		1	whitaker
vados	vados		1	whitaker
vae	INTERJ		1	whitaker
vaen	vaen	venum dare => put up for sale	1	whitaker
vafer	vafr		1	whitaker
vafl	vafl		1	whitaker
vaframent	vaframent		1	whitaker
vag	vag		2	whitaker
vagabund	vagabund		1	whitaker
vage	ADV		1	whitaker
vagi	vag		1	whitaker
vagin	vagin		1	whitaker
vagit	vagit		1	whitaker
vah	INTERJ		1	whitaker
vaha	INTERJ		1	whitaker
val	val	vale => goodbye/farewell	2	whitaker
valde	valdius		1	whitaker
valedic	valedic		1	whitaker
valefaci	valefac		1	whitaker
valens	Valent		2	whitaker
valenter	valentius		1	whitaker
valentinian	Valentinian		1	whitaker
valentul	valentul		1	whitaker
valeri	Valeri		2	whitaker
valerian	valerian		2	whitaker
valerianell	valerianell		1	whitaker
valesc	valesc		1	whitaker
valetudinari	valetudinari		2	whitaker
valetudo	valetudin		1	whitaker
valg	valg		1	whitaker
valid	valid		1	whitaker
valitudo	valitudin		1	whitaker
vall	vall		3	whitaker
vallar	vallar		1	whitaker
vallaris	vallar		1	whitaker
valles	vall		1	whitaker
vallis	vall		1	whitaker
valor	valor		2	whitaker
valoros	valoros		1	whitaker
valv	valv		1	whitaker
van	van		1	whitaker
vanesc	vanesc		1	whitaker
vanidic	vanidic		2	whitaker
vanill	vanill		1	whitaker
vanille	vanille		1	whitaker
vaniloqu	vaniloqu		2	whitaker
vaniloquenti	vaniloquenti		1	whitaker
vanitas	vanitat		1	whitaker
vann	vann		1	whitaker
vapid	vapid		1	whitaker
vapide	ADV	vapide se habere => be poorly - Augustus	1	whitaker
vapor	vapor		3	whitaker
vaporari	vaporari		2	whitaker
vapp	vapp		2	whitaker
vapul	vapul		2	whitaker
vapulatio	vapulation		1	whitaker
vapulator	vapulator		1	whitaker
var	var		1	whitaker
vari	vari		2	whitaker
variabil	variabil		1	whitaker
varian	varian		1	whitaker
varianti	varianti		1	whitaker
variatio	variation		1	whitaker
varic	varic		2	whitaker
varicos	varicos		1	whitaker
varietas	varietat		1	whitaker
varix	varic		1	whitaker
vas	vad		4	whitaker
vasari	vasari		1	whitaker
vascul	vascul		1	whitaker
vasculari	vasculari		1	whitaker
vassall	vassall		1	whitaker
vast	vast		2	whitaker
vastatio	vastation		1	whitaker
vastator	vastator		1	whitaker
vastific	vastific		1	whitaker
vastitas	vastitat		1	whitaker
vastiti	vastiti		1	whitaker
vates	vat		1	whitaker
vati	vati		1	whitaker
vaticin	vaticin		2	whitaker
vaticinatio	vaticination		1	whitaker
vaticinator	vaticinator		1	whitaker
vaticini	vaticini		3	whitaker
vatill	vatill		1	whitaker
vatis	vat		1	whitaker
vatti	vatti		1	whitaker
vav	N		1	whitaker
vavasor	vavasor		1	whitaker
vecordi	vecordi		1	whitaker
vecors	vecord		1	whitaker
vect	vect		1	whitaker
vectigal	vectigal		2	whitaker
vectio	vection		1	whitaker
vectis	vect		1	whitaker
vector	vector		1	whitaker
vectori	vectori	vectorium navigium => transport/cargo ship	1	whitaker
vectur	vectur		1	whitaker
veg	veg		1	whitaker
veget	veget		2	whitaker
vegetabil	vegetabil		1	whitaker
vegetabiliter	ADV		1	whitaker
vegetal	vegetal		1	whitaker
vegetale	vegetal		1	whitaker
vegetarian	vegetarian		1	whitaker
vegetatio	vegetation		1	whitaker
vegetativ	vegetativ		1	whitaker
vegrand	vegrand		1	whitaker
veh	veh		1	whitaker
vehemens	vehement		1	whitaker
vehementer	vehementius		1	whitaker
vehicul	vehicul		1	whitaker
vel	ADV		4	whitaker
velamen	velamin		1	whitaker
velament	velament		1	whitaker
velari	velari		1	whitaker
veles	velit		1	whitaker
velifer	velifer		1	whitaker
velific	velific		2	whitaker
velificatio	velification		1	whitaker
velificator	velificator		1	whitaker
velit	velit		1	whitaker
velitar	velitar		1	whitaker
velitatio	velitation		1	whitaker
velivol	velivol		2	whitaker
velivolans	velivolant		1	whitaker
vell	vell		3	whitaker
vellae	vellae		1	whitaker
velle	velle		1	whitaker
velleian	velleian		1	whitaker
vellic	vellic		1	whitaker
vellicatim	ADV		1	whitaker
vellus	veller		1	whitaker
velocitas	velocitat		1	whitaker
velociter	velocius		1	whitaker
velox	veloc		1	whitaker
velut	ADV		1	whitaker
veluti	ADV		1	whitaker
vemens	vement		1	whitaker
ven	ven		4	whitaker
venabul	venabul		1	whitaker
venal	venal		1	whitaker
venalici	venalici		2	whitaker
venalitas	venalitat		1	whitaker
venat	venat		1	whitaker
venatic	venatic		1	whitaker
venatio	venation		1	whitaker
venator	venator		1	whitaker
venatori	venatori		1	whitaker
venatrix	venatric		1	whitaker
vend	vend		1	whitaker
vendibil	vendibil		1	whitaker
vendic	vendic		1	whitaker
vendit	vendit		1	whitaker
venditatio	venditation		1	whitaker
venditio	vendition		1	whitaker
venditor	venditor		1	whitaker
venditrix	venditric		1	whitaker
vene	veni		1	whitaker
venefic	venefic		3	whitaker
venefici	venefici		1	whitaker
venen	venen		2	whitaker
venenat	venenat		1	whitaker
venenifer	venenifer		1	whitaker
vener	vener		2	whitaker
venerabil	venerabil		1	whitaker
venerabund	venerabund		1	whitaker
veneranter	ADV		1	whitaker
veneratio	veneration		1	whitaker
venerator	venerator		1	whitaker
veneri	Veneri		1	whitaker
venet	Venet		4	whitaker
veneti	Veneti		1	whitaker
veni	ven		2	whitaker
vennucul	vennucul		1	whitaker
venos	venos		1	whitaker
vent	vent		1	whitaker
ventagi	ventagi		1	whitaker
venter	ventr		1	whitaker
ventil	ventil		1	whitaker
ventilabr	ventilabr		1	whitaker
ventilagi	ventilagi		1	whitaker
ventilatr	ventilatr		1	whitaker
ventimolin	ventimolin		1	whitaker
ventit	ventit		1	whitaker
ventos	ventos		1	whitaker
ventricul	ventricul		1	whitaker
ventrios	ventrios		1	whitaker
ventul	ventul		1	whitaker
venucul	venucul		1	whitaker
venumd	venumd		1	whitaker
venund	venund		1	whitaker
venus	Vener		2	whitaker
venust	venust		2	whitaker
venustas	venustat		1	whitaker
venuste	venustius		1	whitaker
venustul	venustul		1	whitaker
vepallid	vepallid		1	whitaker
veprecul	veprecul		1	whitaker
vepris	vepr		1	whitaker
ver	Ver		6	whitaker
veraciter	ADV		1	whitaker
veratr	veratr		1	whitaker
verax	verac		1	whitaker
verb	verb	verba dare alicui => cheat/deceive someone	1	whitaker
verbatim	ADV		1	whitaker
verben	verben		1	whitaker
verbenec	verbenec		1	whitaker
verber	verber		2	whitaker
verberabil	verberabil		1	whitaker
verberat	verberat		1	whitaker
verbero	verberon		1	whitaker
verbos	verbos		1	whitaker
vercingetorix	Vercingetorig		1	whitaker
vere	verius		1	whitaker
verecund	verecund		2	whitaker
verecundi	verecundi		1	whitaker
vered	vered		1	whitaker
veredict	veredict		1	whitaker
verend	verend	partes ~ae => private parts	2	whitaker
veretill	veretill		1	whitaker
veretr	veretr		1	whitaker
verfic	verfic		1	whitaker
verg	verg		1	whitaker
vergili	Vergili		3	whitaker
vergobret	vergobret		1	whitaker
vericul	vericul		1	whitaker
veridic	veridic		1	whitaker
verific	verific		1	whitaker
veriloqui	veriloqui		1	whitaker
verisimil	verisimil		1	whitaker
verisimilitudo	verisimilitudin		1	whitaker
veritas	veritat		2	whitaker
veritate	ADV		1	whitaker
vermicul	vermicul		1	whitaker
vermin	vermin		1	whitaker
verminatio	vermination		1	whitaker
vermis	verm		1	whitaker
vern	vern		3	whitaker
vernacul	vernacul		1	whitaker
vernil	vernil		1	whitaker
verniliter	ADV		1	whitaker
vernix	vernic		1	whitaker
vernul	vernul		1	whitaker
vero	ADV		1	whitaker
verp	verp		2	whitaker
verr	verr		1	whitaker
verres	Verr	C. ~ =>  of Sicily, prosecuted by Cicero	2	whitaker
verrin	verrin		1	whitaker
verris	verr		1	whitaker
verruc	verruc		1	whitaker
verrucos	verrucos		1	whitaker
verrunc	verrunc		1	whitaker
verrut	verrut		1	whitaker
vers	vers		3	whitaker
versabund	versabund		1	whitaker
versar	versar	versaram facere => get a loan	1	whitaker
versatil	versatil		1	whitaker
versatio	versation		1	whitaker
versicolor	versicolor		1	whitaker
versicul	versicul		1	whitaker
versific	versific		1	whitaker
versificatio	versification		1	whitaker
versificator	versificator		1	whitaker
versil	versil		1	whitaker
versio	version		1	whitaker
versipellis	versipell		1	whitaker
versum	ADV		2	whitaker
versus	ADV		2	whitaker
versut	versut		1	whitaker
versuti	versuti		1	whitaker
versutiloqu	versutiloqu		1	whitaker
vert	vert		1	whitaker
vertebr	vertebr		1	whitaker
vertex	vertic		1	whitaker
vertibil	vertibil		1	whitaker
vertibilitas	vertibilitat		1	whitaker
verticitas	verticitat		1	whitaker
verticos	verticos		1	whitaker
vertigo	vertigin		1	whitaker
verum	ADV		1	whitaker
verumtamen	CONJ		1	whitaker
verut	verut		2	whitaker
vervex	verv		2	whitaker
